"","area_code","date","coho_104_ad_ret","coho_104_um_ret","coho_104_uk_ret","year","time_step","day_type","source"
"317","81","2004-02-01",0,0,0,2004,1,"WE","CRC"
"318","81","2004-02-02",0,0,0,2004,1,"WD","CRC"
"319","81","2004-02-03",0,0,0,2004,1,"WD","CRC"
"320","81","2004-02-04",0,0,0,2004,1,"WD","CRC"
"321","81","2004-02-05",0,0,0,2004,1,"WD","CRC"
"322","81","2004-02-06",0,0,0,2004,1,"WE","CRC"
"323","81","2004-02-07",0,0,0,2004,1,"WE","CRC"
"324","81","2004-02-08",0,0,0,2004,1,"WE","CRC"
"325","81","2004-02-09",0,0,0,2004,1,"WD","CRC"
"326","81","2004-02-10",0,0,0,2004,1,"WD","CRC"
"327","81","2004-02-11",0,0,0,2004,1,"WD","CRC"
"328","81","2004-02-12",0,0,0,2004,1,"WD","CRC"
"329","81","2004-02-13",0,0,0,2004,1,"WE","CRC"
"330","81","2004-02-14",0,0,0,2004,1,"WE","CRC"
"331","81","2004-02-15",0,0,0,2004,1,"WE","CRC"
"332","81","2004-02-16",0,0,0,2004,1,"WD","CRC"
"333","81","2004-02-17",0,0,0,2004,1,"WD","CRC"
"334","81","2004-02-18",0,0,0,2004,1,"WD","CRC"
"335","81","2004-02-19",0,0,0,2004,1,"WD","CRC"
"336","81","2004-02-20",0,0,0,2004,1,"WE","CRC"
"337","81","2004-02-21",0,0,0,2004,1,"WE","CRC"
"338","81","2004-02-22",0,0,0,2004,1,"WE","CRC"
"339","81","2004-02-23",0,0,0,2004,1,"WD","CRC"
"340","81","2004-02-24",0,0,0,2004,1,"WD","CRC"
"341","81","2004-02-25",0,0,0,2004,1,"WD","CRC"
"342","81","2004-02-26",0,0,0,2004,1,"WD","CRC"
"343","81","2004-02-27",0,0,0,2004,1,"WE","CRC"
"344","81","2004-02-28",0,0,0,2004,1,"WE","CRC"
"345","81","2004-02-29",0,0,0,2004,1,"WE","CRC"
"346","81","2004-03-01",0,0,0,2004,1,"WD","CRC"
"347","81","2004-03-02",0,0,0,2004,1,"WD","CRC"
"348","81","2004-03-03",0,0,0,2004,1,"WD","CRC"
"349","81","2004-03-04",0,0,0,2004,1,"WD","CRC"
"350","81","2004-03-05",0,0,0,2004,1,"WE","CRC"
"351","81","2004-03-06",0,0,0,2004,1,"WE","CRC"
"352","81","2004-03-07",0,0,0,2004,1,"WE","CRC"
"353","81","2004-03-08",0,0,0,2004,1,"WD","CRC"
"354","81","2004-03-09",0,0,0,2004,1,"WD","CRC"
"355","81","2004-03-10",0,0,0,2004,1,"WD","CRC"
"356","81","2004-03-11",0,0,0,2004,1,"WD","CRC"
"357","81","2004-03-12",0,0,0,2004,1,"WE","CRC"
"358","81","2004-03-13",0,0,0,2004,1,"WE","CRC"
"359","81","2004-03-14",0,0,0,2004,1,"WE","CRC"
"360","81","2004-03-15",0,0,0,2004,1,"WD","CRC"
"361","81","2004-03-16",0,0,0,2004,1,"WD","CRC"
"362","81","2004-03-17",0,0,0,2004,1,"WD","CRC"
"363","81","2004-03-18",0,0,0,2004,1,"WD","CRC"
"364","81","2004-03-19",0,0,0,2004,1,"WE","CRC"
"365","81","2004-03-20",0,0,0,2004,1,"WE","CRC"
"366","81","2004-03-21",0,0,0,2004,1,"WE","CRC"
"367","81","2004-03-22",0,0,0,2004,1,"WD","CRC"
"368","81","2004-03-23",0,0,0,2004,1,"WD","CRC"
"369","81","2004-03-24",0,0,0,2004,1,"WD","CRC"
"370","81","2004-03-25",0,0,0,2004,1,"WD","CRC"
"371","81","2004-03-26",0,0,0,2004,1,"WE","CRC"
"372","81","2004-03-27",0,0,0,2004,1,"WE","CRC"
"373","81","2004-03-28",0,0,0,2004,1,"WE","CRC"
"374","81","2004-03-29",0,0,0,2004,1,"WD","CRC"
"375","81","2004-03-30",0,0,0,2004,1,"WD","CRC"
"376","81","2004-03-31",0,0,0,2004,1,"WD","CRC"
"377","05","2004-02-14",0,0,0,2004,1,"WE","CRC"
"378","05","2004-02-15",0,0,0,2004,1,"WE","CRC"
"379","05","2004-02-16",0,0,0,2004,1,"WD","CRC"
"380","05","2004-02-17",0,0,0,2004,1,"WD","CRC"
"381","05","2004-02-18",0,0,0,2004,1,"WD","CRC"
"382","05","2004-02-19",0,0,0,2004,1,"WD","CRC"
"383","05","2004-02-20",0,0,0,2004,1,"WE","CRC"
"384","05","2004-02-21",0,0,0,2004,1,"WE","CRC"
"385","05","2004-02-22",0,0,0,2004,1,"WE","CRC"
"386","05","2004-02-23",0,0,0,2004,1,"WD","CRC"
"387","05","2004-02-24",0,0,0,2004,1,"WD","CRC"
"388","05","2004-02-25",0,0,0,2004,1,"WD","CRC"
"389","05","2004-02-26",0,0,0,2004,1,"WD","CRC"
"390","05","2004-02-27",0,0,0,2004,1,"WE","CRC"
"391","05","2004-02-28",0,0,0,2004,1,"WE","CRC"
"392","05","2004-02-29",0,0,0,2004,1,"WE","CRC"
"393","05","2004-03-01",0,0,0,2004,1,"WD","CRC"
"394","05","2004-03-02",0,0,0,2004,1,"WD","CRC"
"395","05","2004-03-03",0,0,0,2004,1,"WD","CRC"
"396","05","2004-03-04",0,0,0,2004,1,"WD","CRC"
"397","05","2004-03-05",0,0,0,2004,1,"WE","CRC"
"398","05","2004-03-06",0,0,0,2004,1,"WE","CRC"
"399","05","2004-03-07",0,0,0,2004,1,"WE","CRC"
"400","05","2004-03-08",0,0,0,2004,1,"WD","CRC"
"401","05","2004-03-09",0,0,0,2004,1,"WD","CRC"
"402","05","2004-03-10",0,0,0,2004,1,"WD","CRC"
"403","05","2004-03-11",0,0,0,2004,1,"WD","CRC"
"404","05","2004-03-12",0,0,0,2004,1,"WE","CRC"
"405","05","2004-03-13",0,0,0,2004,1,"WE","CRC"
"406","05","2004-03-14",0,0,0,2004,1,"WE","CRC"
"407","05","2004-03-15",0,0,0,2004,1,"WD","CRC"
"408","05","2004-03-16",0,0,0,2004,1,"WD","CRC"
"409","05","2004-03-17",0,0,0,2004,1,"WD","CRC"
"410","05","2004-03-18",0,0,0,2004,1,"WD","CRC"
"411","05","2004-03-19",0,0,0,2004,1,"WE","CRC"
"412","05","2004-03-20",0,0,0,2004,1,"WE","CRC"
"413","05","2004-03-21",0,0,0,2004,1,"WE","CRC"
"414","05","2004-03-22",0,0,0,2004,1,"WD","CRC"
"415","05","2004-03-23",0,0,0,2004,1,"WD","CRC"
"416","05","2004-03-24",0,0,0,2004,1,"WD","CRC"
"417","05","2004-03-25",0,0,0,2004,1,"WD","CRC"
"418","05","2004-03-26",0,0,0,2004,1,"WE","CRC"
"419","05","2004-03-27",0,0,0,2004,1,"WE","CRC"
"420","05","2004-03-28",0,0,0,2004,1,"WE","CRC"
"421","05","2004-03-29",0,0,0,2004,1,"WD","CRC"
"422","05","2004-03-30",0,0,0,2004,1,"WD","CRC"
"423","05","2004-03-31",0,0,0,2004,1,"WD","CRC"
"424","05","2004-04-01",0,0,0,2004,1,"WD","CRC"
"425","05","2004-04-02",0,0,0,2004,1,"WE","CRC"
"426","05","2004-04-03",0,0,0,2004,1,"WE","CRC"
"427","05","2004-04-04",0,0,0,2004,1,"WE","CRC"
"428","05","2004-04-05",0,0,0,2004,1,"WD","CRC"
"429","05","2004-04-06",0,0,0,2004,1,"WD","CRC"
