"","yr_type","type","yr","FisheryName","ts","ff","area_code","var","val"
"828","2018_pre","pre","2018","Ar 8-2 Spt",1,2,"82","Quota",1
"829","2018_pre","pre","2018","Ar 8-2 Spt",2,2,"82","Quota",4
"830","2018_pre","pre","2018","Ar 8-2 Spt",3,2,"82","Quota",479
"831","2019_pre","pre","2019","Area 7 Spt",2,2,"07","Quota",114
"832","2019_pre","pre","2019","Area 5 Spt",3,7,"05","MSFQuota",6331.7979
"833","2019_pre","pre","2019","Area 6 Spt",3,7,"06","MSFQuota",429.2338
"834","2019_pre","pre","2019","Area 7 Spt",1,2,"07","Quota",0
"835","2019_pre","pre","2019","Area 6 Spt",5,2,"06","Quota",0
"836","2019_pre","pre","2019","Area 6 Spt",4,7,"06","MSFQuota",777.2891
"837","2019_pre","pre","2019","Area 5 Spt",1,2,"05","Quota",0
"838","2019_pre","pre","2019","Area 6 Spt",2,7,"06","MSFQuota",62.0362
"839","2019_pre","pre","2019","Area 6 Spt",1,2,"06","Quota",0
"840","2019_pre","pre","2019","Area 5 Spt",5,2,"05","Quota",0
"841","2019_pre","pre","2019","Area 5 Spt",2,7,"05","MSFQuota",2949.4131
"842","2019_pre","pre","2019","Ar 12  Spt",5,2,"12","Quota",194
"843","2019_pre","pre","2019","Ar 11  Spt",3,2,"11","Quota",623
"844","2019_pre","pre","2019","Area 7 Spt",3,2,"07","Quota",0
"845","2019_pre","pre","2019","Area 5 Spt",4,7,"05","MSFQuota",11246.1666
"846","2019_pre","pre","2019","Area 7 Spt",4,2,"07","Quota",956
"847","2019_pre","pre","2019","Ar 10  Spt",1,2,"10","Quota",1970
"848","2019_pre","pre","2019","Ar 8-2 Spt",5,2,"82","Quota",0
"849","2019_pre","pre","2019","Ar 8-2 Spt",4,7,"82","MSFQuota",1333.511
"850","2019_pre","pre","2019","Ar 8-2 Spt",3,7,"82","MSFQuota",234.3174
"851","2019_pre","pre","2019","Ar 8-2 Spt",2,2,"82","Quota",0
"852","2019_pre","pre","2019","Ar 8-2 Spt",1,2,"82","Quota",0
"853","2019_pre","pre","2019","Ar 8-1 Spt",3,2,"81","Quota",331
"854","2019_pre","pre","2019","Area 9 Spt",4,7,"09","MSFQuota",11469.4239
"855","2019_pre","pre","2019","Ar 10  Spt",4,2,"10","Quota",12897
"856","2019_pre","pre","2019","Area 9 Spt",3,7,"09","MSFQuota",1764.7956
"857","2019_pre","pre","2019","Ar 11  Spt",1,2,"11","Quota",41
"858","2019_pre","pre","2019","Area 9 Spt",2,7,"09","MSFQuota",198.5522
"859","2019_pre","pre","2019","Area 9 Spt",1,2,"09","Quota",3
"860","2019_pre","pre","2019","Ar 8-1 Spt",5,2,"81","Quota",547
"861","2019_pre","pre","2019","Ar 8-1 Spt",4,2,"81","Quota",1700
"862","2019_pre","pre","2019","Area 9 Spt",5,2,"09","Quota",0
"863","2019_pre","pre","2019","Ar 13  Spt",4,8,"13","MSFQuota",232
"864","2019_pre","pre","2019","Area 7 Spt",5,2,"07","Quota",0
"865","2019_pre","pre","2019","Ar 11  Spt",2,2,"11","Quota",155
"866","2019_pre","pre","2019","Ar 11  Spt",4,2,"11","Quota",1813
"867","2019_pre","pre","2019","Ar 11  Spt",5,2,"11","Quota",0
"868","2019_pre","pre","2019","Ar 13  Spt",1,8,"13","MSFQuota",113
"869","2019_pre","pre","2019","Ar 10  Spt",2,2,"10","Quota",1791
"870","2019_pre","pre","2019","Ar 13  Spt",3,8,"13","MSFQuota",30
"871","2019_pre","pre","2019","Ar 10  Spt",3,2,"10","Quota",2642
"872","2019_pre","pre","2019","Ar 13  Spt",5,8,"13","MSFQuota",155
"873","2019_pre","pre","2019","Ar 8-1 Spt",1,2,"81","Quota",0
"874","2019_pre","pre","2019","Ar 8-1 Spt",2,2,"81","Quota",0
"875","2019_pre","pre","2019","Ar 12  Spt",4,2,"12","Quota",1543
"876","2019_pre","pre","2019","Ar 12  Spt",3,2,"12","Quota",1100
"877","2019_pre","pre","2019","Ar 10  Spt",5,2,"10","Quota",1634
"878","2019_pre","pre","2019","Ar 13  Spt",2,8,"13","MSFQuota",30
"879","2020_pre","pre","2020","Area 5 Spt",3,7,"05","MSFQuota",5628.2876
"880","2020_pre","pre","2020","Area 7 Spt",2,2,"07","Quota",76
"881","2020_pre","pre","2020","Ar 10  Spt",2,2,"10","Quota",3022
"882","2020_pre","pre","2020","Area 5 Spt",2,7,"05","MSFQuota",2334.2168
"883","2020_pre","pre","2020","Ar 13  Spt",1,8,"13","MSFQuota",160
"884","2020_pre","pre","2020","Ar 11  Spt",5,2,"11","Quota",248
"885","2020_pre","pre","2020","Ar 11  Spt",4,2,"11","Quota",1397
"886","2020_pre","pre","2020","Ar 11  Spt",3,2,"11","Quota",775
"887","2020_pre","pre","2020","Ar 11  Spt",2,2,"11","Quota",184
"888","2020_pre","pre","2020","Ar 11  Spt",1,2,"11","Quota",17
"889","2020_pre","pre","2020","Ar 10  Spt",5,2,"10","Quota",1835
"890","2020_pre","pre","2020","Area 6 Spt",5,2,"06","Quota",0
"891","2020_pre","pre","2020","Ar 10  Spt",3,2,"10","Quota",3380
"892","2020_pre","pre","2020","Area 5 Spt",5,2,"05","Quota",0
"893","2020_pre","pre","2020","Ar 10  Spt",1,2,"10","Quota",2054
"894","2020_pre","pre","2020","Area 7 Spt",5,2,"07","Quota",0
"895","2020_pre","pre","2020","Area 7 Spt",4,2,"07","Quota",1605
"896","2020_pre","pre","2020","Area 7 Spt",3,2,"07","Quota",450
"897","2020_pre","pre","2020","Area 7 Spt",1,2,"07","Quota",0
"898","2020_pre","pre","2020","Area 6 Spt",4,7,"06","MSFQuota",971.5844
"899","2020_pre","pre","2020","Area 6 Spt",3,7,"06","MSFQuota",650.3554
"900","2020_pre","pre","2020","Area 6 Spt",2,7,"06","MSFQuota",108.9016
"901","2020_pre","pre","2020","Area 6 Spt",1,2,"06","Quota",0
"902","2020_pre","pre","2020","Ar 10  Spt",4,2,"10","Quota",13221
"903","2020_pre","pre","2020","Ar 12  Spt",3,2,"12","Quota",608
"904","2020_pre","pre","2020","Area 5 Spt",1,2,"05","Quota",0
"905","2020_pre","pre","2020","Area 5 Spt",4,7,"05","MSFQuota",6537.4836
"906","2020_pre","pre","2020","Ar 12  Spt",4,2,"12","Quota",1442
"907","2020_pre","pre","2020","Ar 13  Spt",5,8,"13","MSFQuota",170
"908","2020_pre","pre","2020","Ar 13  Spt",4,8,"13","MSFQuota",176
"909","2020_pre","pre","2020","Ar 13  Spt",3,8,"13","MSFQuota",39
"910","2020_pre","pre","2020","Ar 13  Spt",2,8,"13","MSFQuota",38
"911","2020_pre","pre","2020","Ar 8-2 Spt",5,2,"82","Quota",0
"912","2020_pre","pre","2020","Ar 8-2 Spt",4,2,"82","Quota",0
"913","2020_pre","pre","2020","Ar 8-2 Spt",3,2,"82","Quota",0
"914","2020_pre","pre","2020","Ar 8-2 Spt",2,2,"82","Quota",0
"915","2020_pre","pre","2020","Ar 8-1 Spt",3,2,"81","Quota",0
"916","2020_pre","pre","2020","Ar 8-1 Spt",1,2,"81","Quota",0
"917","2020_pre","pre","2020","Ar 12  Spt",5,2,"12","Quota",199
"918","2020_pre","pre","2020","Ar 8-2 Spt",1,2,"82","Quota",0
"919","2020_pre","pre","2020","Ar 8-1 Spt",2,2,"81","Quota",0
"920","2020_pre","pre","2020","Ar 8-1 Spt",4,2,"81","Quota",0
"921","2020_pre","pre","2020","Ar 8-1 Spt",5,2,"81","Quota",0
"922","2020_pre","pre","2020","Area 9 Spt",1,2,"09","Quota",3
"923","2020_pre","pre","2020","Area 9 Spt",2,8,"09","MSFQuota",650
"924","2020_pre","pre","2020","Area 9 Spt",3,8,"09","MSFQuota",2512
"925","2020_pre","pre","2020","Area 9 Spt",4,8,"09","MSFQuota",14005
"926","2020_pre","pre","2020","Area 9 Spt",5,2,"09","Quota",0
"927","2004_pre","pre","2004",NA,5,2,"13","Quota",10
"928","2005_pre","pre","2005",NA,5,2,"13","Quota",10
"929","2006_pre","pre","2006",NA,5,2,"13","Quota",10
"930","2007_pre","pre","2007",NA,4,2,"05","Quota",12294
"931","2007_pre","pre","2007",NA,5,2,"13","Quota",10
"932","2008_pre","pre","2008",NA,4,2,"05","Quota",11579
"933","2008_pre","pre","2008",NA,4,2,"09","Quota",3583
"934","2008_pre","pre","2008",NA,5,2,"13","Quota",10
