start_date,end_date,coho_ad_k,coho_um_k,coho_unk_k,coho_ad_r,coho_um_r,coho_unk_r,catch_area_code,source
7/10/2017,7/16/2017,0,0,0,0,0,10,7,Chinook Summer 2017 MSF Report
7/10/2017,7/16/2017,33,14,0,69,5,27,11,Chinook Summer 2017 MSF Report
7/16/2017,7/16/2017,0,0,0,31,62,0,9,Chinook Summer 2017 MSF Report
7/16/2017,7/16/2017,77,0,0,25,40,84,10,Chinook Summer 2017 MSF Report
7/17/2017,7/23/2017,75.22175288,0,0,150.3562721,31.53127605,54.84737255,5,Summer In-Season Coho Estimates
7/17/2017,7/23/2017,0,0,0,0,0,0,7,Chinook Summer 2017 MSF Report
7/17/2017,7/23/2017,335,12,0,130,231,0,9,Chinook Summer 2017 MSF Report
7/17/2017,7/23/2017,166,0,3,149,104,106,10,Chinook Summer 2017 MSF Report
7/17/2017,7/23/2017,118,50,0,145,44,35,11,Chinook Summer 2017 MSF Report
7/24/2017,7/30/2017,93.91412202,0,0,225.4150135,20.58978946,54.84737255,5,Summer In-Season Coho Estimates
7/24/2017,7/30/2017,0,0,0,0,0,0,7,Chinook Summer 2017 MSF Report
7/24/2017,7/30/2017,175,6,0,115,243,0,9,Chinook Summer 2017 MSF Report
7/24/2017,7/30/2017,338,8,0,326,246,294,10,Chinook Summer 2017 MSF Report
7/24/2017,7/30/2017,190,29,0,84,33,133,11,Chinook Summer 2017 MSF Report
7/31/2017,8/6/2017,63.23749455,0,0,655.461835,55.60375742,72.08162692,5,Summer In-Season Coho Estimates
7/31/2017,7/31/2017,0,0,0,0,0,0,7,Chinook Summer 2017 MSF Report
7/31/2017,8/6/2017,250,5,0,237,135,206,10,Chinook Summer 2017 MSF Report
7/31/2017,8/6/2017,177,40,0,76,15,101,11,Chinook Summer 2017 MSF Report
8/7/2017,8/13/2017,90.15697476,0,0,738.666026,51.81674032,54.68940813,5,Summer In-Season Coho Estimates
8/7/2017,8/13/2017,232,10,0,254,246,182,10,Chinook Summer 2017 MSF Report
8/7/2017,8/13/2017,185,45,0,54,8,131,11,Chinook Summer 2017 MSF Report
8/14/2017,8/15/2017,0,0,0,0,0,0,5,Summer In-Season Coho Estimates
8/14/2017,8/15/2017,76,0,0,62,53,173,10,Chinook Summer 2017 MSF Report
8/14/2017,8/20/2017,206,51,0,186,97,449,11,Chinook Summer 2017 MSF Report
8/16/2017,8/20/2017,300.0406332,0,0,408.8574559,31.44158002,90.62323042,5,Summer In-Season Coho Estimates
8/21/2017,8/27/2017,394.4929989,0,0,269.8647174,30.84359076,218.8424188,5,Summer In-Season Coho Estimates
8/21/2017,8/27/2017,236,65,0,49,37,183,11,Chinook Summer 2017 MSF Report
8/28/2017,8/31/2017,1601.161099,0,0,2506.947203,586.6950357,1014.288485,5,Summer In-Season Coho Estimates
8/28/2017,9/3/2017,141,80,0,72,36,78,11,Chinook Summer 2017 MSF Report
9/4/2017,9/10/2017,190,44,0,109,50,128,11,Chinook Summer 2017 MSF Report
9/11/2017,9/17/2017,321,39,0,66,18,132,11,Chinook Summer 2017 MSF Report
9/18/2017,9/24/2017,526,53,0,130,102,432,11,Chinook Summer 2017 MSF Report
9/25/2017,9/30/2017,240,15,0,48,50,289,11,Chinook Summer 2017 MSF Report
11/1/2017,11/5/2017,0,0,0,0,0,24,81,Chinook Winter 2017-2018 Report
11/1/2017,11/5/2017,0,0,0,5,4,1,82,Chinook Winter 2017-2018 Report
11/1/2017,11/5/2017,0,0,0,9,9,44,9,Chinook Winter 2017-2018 MSF Report
11/1/2017,11/5/2017,0,0,0,4,16,4,10,Chinook Winter 2017-2018 MSF Report
11/6/2017,11/12/2017,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
11/6/2017,11/12/2017,0,0,0,6,0,12,82,Chinook Winter 2017-2018 Report
11/6/2017,11/12/2017,0,0,0,24,18,88,9,Chinook Winter 2017-2018 MSF Report
11/6/2017,11/12/2017,0,0,0,8,31,8,10,Chinook Winter 2017-2018 MSF Report
11/13/2017,11/19/2017,0,0,0,0,0,15,10,Chinook Winter 2017-2018 MSF Report
11/20/2017,11/26/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
11/27/2017,12/3/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
12/4/2017,12/10/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
12/11/2017,12/17/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
12/18/2017,12/24/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
12/25/2017,12/31/2017,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
1/1/2018,1/7/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
1/1/2018,1/7/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
1/8/2018,1/14/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
1/8/2018,1/14/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
1/15/2018,1/21/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
1/15/2018,1/21/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
1/22/2018,1/28/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
1/22/2018,1/28/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
1/29/2018,2/4/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
1/29/2018,2/4/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
2/5/2018,2/11/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
2/5/2018,2/11/2018,0,0,0,16,0,0,10,Chinook Winter 2017-2018 MSF Report
2/12/2018,2/18/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
2/12/2018,2/18/2018,0,0,0,16,0,0,10,Chinook Winter 2017-2018 MSF Report
2/16/2018,2/18/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
2/16/2018,2/18/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
2/16/2018,2/18/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
2/19/2018,2/25/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
2/19/2018,2/25/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
2/19/2018,2/25/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
2/19/2018,2/25/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
2/19/2018,2/25/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
2/26/2018,3/4/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
2/26/2018,3/4/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
2/26/2018,3/4/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
2/26/2018,3/4/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
2/26/2018,2/28/2018,0,0,0,0,0,0,10,Chinook Winter 2017-2018 MSF Report
3/1/2018,3/4/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
3/5/2018,3/11/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
3/5/2018,3/11/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
3/5/2018,3/11/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
3/5/2018,3/11/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
3/5/2018,3/11/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
3/12/2018,3/18/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
3/12/2018,3/18/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
3/12/2018,3/18/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
3/12/2018,3/18/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
3/12/2018,3/18/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
3/19/2018,3/25/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
3/19/2018,3/25/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
3/19/2018,3/25/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
3/19/2018,3/25/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
3/19/2018,3/25/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
3/26/2018,4/1/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
3/26/2018,4/1/2018,0,0,0,6,0,0,82,Chinook Winter 2017-2018 Report
3/26/2018,4/1/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
3/26/2018,4/1/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
3/30/2018,4/1/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
4/2/2018,4/8/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
4/2/2018,4/8/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
4/2/2018,4/8/2018,0,0,0,0,0,0,6,Chinook Winter 2017-2018 MSF Report
4/2/2018,4/8/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
4/2/2018,4/8/2018,0,0,0,0,0,3,9,Chinook Winter 2017-2018 MSF Report
4/9/2018,4/15/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
4/9/2018,4/15/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
4/9/2018,4/15/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
4/9/2018,4/15/2018,0,0,0,0,0,0,9,Chinook Winter 2017-2018 MSF Report
4/16/2018,4/22/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
4/16/2018,4/22/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
4/20/2018,4/22/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
4/23/2018,4/29/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
4/23/2018,4/29/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
4/23/2018,4/29/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
4/30/2018,4/30/2018,0,0,0,0,0,0,81,Chinook Winter 2017-2018 Report
4/30/2018,4/30/2018,0,0,0,0,0,0,82,Chinook Winter 2017-2018 Report
4/30/2018,4/30/2018,0,0,0,0,0,0,7,Chinook Winter 2017-2018 MSF Report
6/1/2018,6/3/2018,0,0,0,0,0,0,11,Chinook Summer 2018 MSF Report
6/4/2018,6/10/2018,0,0,0,3,0,0,11,Chinook Summer 2018 MSF Report
6/11/2018,6/17/2018,0,0,0,0,0,0,11,Chinook Summer 2018 MSF Report
6/18/2018,6/24/2018,22,0,0,17,0,0,11,Chinook Summer 2018 MSF Report
6/25/2018,7/1/2018,27,0,0,13,0,0,11,Chinook Summer 2018 MSF Report
7/1/2018,7/1/2018,17,0,0,11,33,27,5,Summer In-Season Coho Estimates
7/1/2018,7/1/2018,0,0,0,0,0,0,7,Chinook Summer 2018 MSF Report
7/2/2018,7/8/2018,65,0,0,17,63,128,5,Summer In-Season Coho Estimates
7/2/2018,7/8/2018,0,0,0,5,12,12,7,Chinook Summer 2018 MSF Report
7/2/2018,7/8/2018,3,0,0,3,26,11,11,Chinook Summer 2018 MSF Report
7/9/2018,7/15/2018,78,0,0,22,112,82,5,Summer In-Season Coho Estimates
7/9/2018,7/15/2018,0,0,0,5,0,0,7,Chinook Summer 2018 MSF Report
7/9/2018,7/15/2018,0,9,0,7,8,21,11,Chinook Summer 2018 MSF Report
7/16/2018,7/22/2018,123,6,0,48,144,63,5,Summer In-Season Coho Estimates
7/16/2018,7/22/2018,0,4,0,0,0,16,7,Chinook Summer 2018 MSF Report
7/16/2018,7/22/2018,308,3,0,112,244,114,9,Chinook Summer 2018 MSF Report
7/16/2018,7/22/2018,854,285,5,181,198,360,10,Chinook Summer 2018 MSF Report
7/16/2018,7/22/2018,58,24,0,9,11,0,11,Chinook Summer 2018 MSF Report
7/23/2018,7/29/2018,52,0,0,21,74,64,5,Summer In-Season Coho Estimates
7/23/2018,7/29/2018,12,4,0,4,4,0,7,Chinook Summer 2018 MSF Report
7/23/2018,7/29/2018,141,3,0,67,67,42,9,Chinook Summer 2018 MSF Report
7/23/2018,7/29/2018,538,156,0,154,33,303,10,Chinook Summer 2018 MSF Report
7/23/2018,7/29/2018,49,10,0,25,4,12,11,Chinook Summer 2018 MSF Report
7/30/2018,8/5/2018,107,0,0,13,164,132,5,Summer In-Season Coho Estimates
7/30/2018,7/31/2018,0,0,0,0,0,0,7,Chinook Summer 2018 MSF Report
7/30/2018,8/5/2018,500,155,0,75,48,268,10,Chinook Summer 2018 MSF Report
7/30/2018,8/5/2018,24,23,0,27,0,16,11,Chinook Summer 2018 MSF Report
8/6/2018,8/12/2018,46,0,0,0,38,20,5,Summer In-Season Coho Estimates
8/6/2018,8/12/2018,586,211,10,92,60,295,10,Chinook Summer 2018 MSF Report
8/6/2018,8/12/2018,78,36,0,49,8,9,11,Chinook Summer 2018 MSF Report
8/13/2018,8/15/2018,45,0,0,0,37,0,5,Summer In-Season Coho Estimates
8/13/2018,8/16/2018,340,164,0,49,5,213,10,Chinook Summer 2018 MSF Report
8/13/2018,8/19/2018,151,58,0,53,4,10,11,Chinook Summer 2018 MSF Report
8/16/2018,8/19/2018,357,1,0,61,566,88,5,Summer In-Season Coho Estimates
8/20/2018,8/26/2018,1291,9,0,200,1161,656,5,Summer In-Season Coho Estimates
8/20/2018,8/25/2018,330,180,29,5,0,20,11,Chinook Summer 2018 MSF Report
8/27/2018,9/2/2018,4621,0,0,654,4449,454,5,Summer In-Season Coho Estimates
9/3/2018,9/9/2018,2697,17,0,415,3067,368,5,Summer In-Season Coho Estimates
9/10/2018,9/16/2018,2258,12,0,401,4580,566,5,Summer In-Season Coho Estimates
9/17/2018,9/23/2018,1601,0,0,156,5260,903,5,Summer In-Season Coho Estimates
9/24/2018,9/30/2018,900,0,0,272,3659,656,5,Summer In-Season Coho Estimates
12/1/2018,12/2/2018,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/1/2018,12/2/2018,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
12/3/2018,12/9/2018,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/3/2018,12/9/2018,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
12/10/2018,12/16/2018,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/10/2018,12/16/2018,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
12/17/2018,12/23/2018,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/17/2018,12/23/2018,0,0,0,12,0,0,82,Chinook Winter 2018-2019 Report
12/24/2018,12/30/2018,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/24/2018,12/30/2018,0,0,0,12,0,0,82,Chinook Winter 2018-2019 Report
12/31/2018,1/6/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
12/31/2018,1/6/2019,0,0,0,1,0,0,82,Chinook Winter 2018-2019 Report
1/1/2019,1/6/2019,0,0,0,0,0,5,7,Chinook Winter 2018-2019 MSF Report
1/1/2019,1/6/2019,0,0,0,4,0,0,9,Chinook Winter 2018-2019 MSF Report
1/1/2019,1/6/2019,0,0,0,9,0,13,10,Chinook Winter 2018-2019 MSF Report
1/7/2019,1/13/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
1/7/2019,1/13/2019,0,0,0,5,0,3,82,Chinook Winter 2018-2019 Report
1/7/2019,1/13/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
1/7/2019,1/13/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
1/7/2019,1/13/2019,0,0,0,48,22,19,10,Chinook Winter 2018-2019 MSF Report
1/14/2019,1/20/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
1/14/2019,1/20/2019,0,0,0,0,2,3,82,Chinook Winter 2018-2019 Report
1/14/2019,1/20/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
1/14/2019,1/20/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
1/14/2019,1/19/2019,26,0,0,35,0,23,10,Chinook Winter 2018-2019 MSF Report
1/21/2019,1/27/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
1/21/2019,1/27/2019,0,0,0,4,0,3,82,Chinook Winter 2018-2019 Report
1/21/2019,1/27/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
1/21/2019,1/27/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
1/28/2019,2/3/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
1/28/2019,2/3/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
1/28/2019,2/3/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
1/28/2019,2/3/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
2/1/2019,2/3/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
2/4/2019,2/10/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
2/4/2019,2/10/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
2/4/2019,2/10/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
2/4/2019,2/10/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
2/4/2019,2/10/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
2/11/2019,2/17/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
2/11/2019,2/17/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
2/11/2019,2/17/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
2/11/2019,2/17/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
2/11/2019,2/17/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
2/18/2019,2/24/2019,0,0,0,0,3,0,81,Chinook Winter 2018-2019 Report
2/18/2019,2/24/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
2/18/2019,2/24/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
2/18/2019,2/24/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
2/18/2019,2/24/2019,0,0,0,0,0,0,9,Chinook Winter 2018-2019 MSF Report
2/25/2019,3/3/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
2/25/2019,3/3/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
2/25/2019,3/3/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
2/25/2019,3/3/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
2/25/2019,3/3/2019,0,0,0,0,0,73,9,Chinook Winter 2018-2019 MSF Report
3/4/2019,3/10/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
3/4/2019,3/10/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
3/4/2019,3/10/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
3/4/2019,3/10/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
3/4/2019,3/10/2019,0,0,0,32,7,48,9,Chinook Winter 2018-2019 MSF Report
3/11/2019,3/17/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
3/11/2019,3/17/2019,0,0,0,3,0,0,82,Chinook Winter 2018-2019 Report
3/11/2019,3/17/2019,0,0,0,5,0,0,6,Chinook Winter 2018-2019 MSF Report
3/11/2019,3/17/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
3/11/2019,3/17/2019,0,0,0,7,0,0,9,Chinook Winter 2018-2019 MSF Report
3/18/2019,3/24/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
3/18/2019,3/24/2019,0,0,0,3,0,0,82,Chinook Winter 2018-2019 Report
3/18/2019,3/24/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
3/18/2019,3/24/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
3/18/2019,3/24/2019,0,0,0,11,0,4,9,Chinook Winter 2018-2019 MSF Report
3/25/2019,3/31/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
3/25/2019,3/31/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
3/25/2019,3/31/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
3/25/2019,3/31/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
3/25/2019,3/31/2019,0,0,0,41,22,31,9,Chinook Winter 2018-2019 MSF Report
4/1/2019,4/7/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
4/1/2019,4/7/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
4/1/2019,4/7/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
4/1/2019,4/7/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
4/1/2019,4/7/2019,0,0,0,19,0,10,9,Chinook Winter 2018-2019 MSF Report
4/8/2019,4/10/2019,0,0,0,0,0,0,81,Chinook Winter 2018-2019 Report
4/8/2019,4/10/2019,0,0,0,0,0,0,82,Chinook Winter 2018-2019 Report
4/8/2019,4/14/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
4/8/2019,4/14/2019,0,0,0,70,4,35,9,Chinook Winter 2018-2019 MSF Report
4/12/2019,4/14/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
4/15/2019,4/15/2019,0,0,0,0,0,0,6,Chinook Winter 2018-2019 MSF Report
4/15/2019,4/15/2019,0,0,0,0,0,0,7,Chinook Winter 2018-2019 MSF Report
4/15/2019,4/15/2019,0,0,0,16,0,2,9,Chinook Winter 2018-2019 MSF Report
7/1/2019,7/7/2019,391.7313587,15.5570979,0,41.93036087,456.7230802,161.2791008,5,Summer In-Season Coho Estimates
7/1/2019,7/7/2019,0,0,0,0,0,3,7,Chinook Summer 2019 MSF Report
7/1/2019,7/7/2019,8,10,0,0,21,14,11,Chinook Summer 2019 MSF Report
7/8/2019,7/14/2019,151.4720427,6.265383472,0,57.11116083,168.4866788,38.34918018,5,Summer In-Season Coho Estimates
7/8/2019,7/14/2019,10,3,0,0,7,0,7,Chinook Summer 2019 MSF Report
7/8/2019,7/14/2019,15,12,0,0,9,2,11,Chinook Summer 2019 MSF Report
7/15/2019,7/21/2019,84.62550695,2.778398078,0,12.39014938,178.3166122,33.80843013,5,Summer In-Season Coho Estimates
7/15/2019,7/21/2019,0,10,0,3,8,17,7,Chinook Summer 2019 MSF Report
7/15/2019,7/21/2019,122,63,0,6,18,76,11,Chinook Summer 2019 MSF Report
7/22/2019,7/28/2019,55.04657299,4.196323536,0,15.42939387,105.4673166,20.93042571,5,Summer In-Season Coho Estimates
7/22/2019,7/28/2019,0,0,0,0,8,7,7,Chinook Summer 2019 MSF Report
7/22/2019,7/28/2019,23,11,0,14,7,46,11,Chinook Summer 2019 MSF Report
7/25/2019,7/28/2019,389,12,12,76,201,160,9,Chinook Summer 2019 MSF Report
7/25/2019,7/28/2019,375,173,0,67,39,147,10,Chinook Summer 2019 MSF Report
7/29/2019,8/4/2019,99.51769164,0,0,3.019627149,192.1702386,78.90132827,5,Summer In-Season Coho Estimates
7/29/2019,7/31/2019,0,28,0,0,0,0,7,Chinook Summer 2019 MSF Report
7/29/2019,8/4/2019,304,170,3,47,28,179,10,Chinook Summer 2019 MSF Report
7/29/2019,8/4/2019,48,17,0,14,7,21,11,Chinook Summer 2019 MSF Report
7/31/2019,8/4/2019,98,3,0,22,264,44,9,Chinook Summer 2019 MSF Report
8/5/2019,8/11/2019,227.3447631,0,0,11.80980836,238.5338068,108.1697423,5,Summer In-Season Coho Estimates
8/5/2019,8/11/2019,405,249,5,58,109,295,10,Chinook Summer 2019 MSF Report
8/5/2019,8/11/2019,41,28,0,6,2,21,11,Chinook Summer 2019 MSF Report
8/6/2019,8/9/2019,183,8,0,25,159,40,9,Chinook Summer 2019 MSF Report
8/12/2019,8/15/2019,67.5410273,11.01405887,0,11.74239591,33.04217662,22.02811774,5,Summer In-Season Coho Estimates
8/12/2019,8/16/2019,196,165,0,57,62,156,10,Chinook Summer 2019 MSF Report
8/12/2019,8/18/2019,97,26,0,11,32,29,11,Chinook Summer 2019 MSF Report
8/16/2019,8/18/2019,139.2322451,2.903487643,0,8.710462929,133.6474065,58.27995591,5,Summer In-Season Coho Estimates
8/19/2019,8/25/2019,1703.196422,20.54141307,0,193.1162113,1705.361151,138.5133613,5,Summer In-Season Coho Estimates
8/19/2019,8/25/2019,130,78,0,11,18,27,11,Chinook Summer 2019 MSF Report
8/26/2019,9/1/2019,2286.753395,22.57997221,0,364.5970609,3070.818464,459.4996558,5,Summer In-Season Coho Estimates
9/2/2019,9/8/2019,1674.245517,0,0,177.9353636,2820.934364,386.3858745,5,Summer In-Season Coho Estimates
9/9/2019,9/15/2019,3968.147368,31.4903663,0,458.2324385,10882.609,11.59306554,5,Summer In-Season Coho Estimates
9/16/2019,9/22/2019,850.3577648,3.629281826,0,133.2210229,4277.00366,378.0447173,5,Summer In-Season Coho Estimates
9/23/2019,9/30/2019,428.8620436,4.536602283,0,126.1687349,2339.660477,232.9948683,5,Summer In-Season Coho Estimates
1/1/2020,1/5/2020,0,0,0,0,0,0,10,Chinook Winter 2019-2020 MSF Report
1/6/2020,1/12/2020,0,0,0,0,0,0,10,Chinook Winter 2019-2020 MSF Report
1/13/2020,1/19/2020,0,0,0,0,0,0,10,Chinook Winter 2019-2020 MSF Report
1/20/2020,1/26/2020,0,0,0,0,0,3,10,Chinook Winter 2019-2020 MSF Report
1/27/2020,2/2/2020,0,0,0,0,0,0,10,Chinook Winter 2019-2020 MSF Report
2/1/2020,2/2/2020,0,0,0,0,0,0,81,Chinook Winter 2019-2020 Report
2/1/2020,2/2/2020,0,0,0,0,0,0,82,Chinook Winter 2019-2020 Report
2/1/2020,2/2/2020,0,0,0,0,0,0,7,Chinook Winter 2019-2020 MSF Report
2/1/2020,2/2/2020,0,0,0,0,0,0,9,Chinook Winter 2019-2020 MSF Report
2/3/2020,2/9/2020,0,0,0,0,0,0,81,Chinook Winter 2019-2020 Report
2/3/2020,2/9/2020,0,0,0,0,0,0,82,Chinook Winter 2019-2020 Report
2/3/2020,2/9/2020,0,0,0,0,0,0,7,Chinook Winter 2019-2020 MSF Report
2/3/2020,2/9/2020,0,0,0,0,0,7,9,Chinook Winter 2019-2020 MSF Report
2/3/2020,2/9/2020,0,0,0,0,0,4,10,Chinook Winter 2019-2020 MSF Report
2/10/2020,2/16/2020,0,0,0,0,0,0,81,Chinook Winter 2019-2020 Report
2/10/2020,2/16/2020,0,0,0,0,0,0,82,Chinook Winter 2019-2020 Report
2/10/2020,2/16/2020,0,0,0,0,0,0,7,Chinook Winter 2019-2020 MSF Report
2/10/2020,2/16/2020,0,0,0,0,0,4,9,Chinook Winter 2019-2020 MSF Report
2/10/2020,2/16/2020,0,0,0,0,13,0,10,Chinook Winter 2019-2020 MSF Report
